_index,_type,_id,_score,_source.os.arch,_source.os.codename,_source.os.major,_source.os.minor,_source.os.name,_source.os.platform,_source.os.uname,_source.os.version,_source.lastKeepAlive,_source.configSum,_source.node_name,_source.mergedSum,_source.dateAdd,_source.name,_source.ip,_source.id,_source.status,_source.registerIP,_source.group,_source.version,_source.manager,_source.timestamp,_source.host,_source.cluster.name
racVM-monitoring-2022.14w,_doc,8hg6_38BNtEzm59aiQd4,1.7652504,x86_64,Focal Fossa,20,4,Ubuntu,ubuntu,Linux |administrator-virtual-machine |5.13.0-39-generic |#44~20.04.1-Ubuntu SMP Thu Mar 24 16:43:35 UTC 2022 |x86_64,20.04.4 LTS,2022-04-06T14:14:54Z,ab73af41699f13fdd81903b5f23d8d00,node01,2c45c95db2954d2c7d0ea533f09e81a5,2022-04-05T16:10:48Z,administrator-virtual-machine,192.168.32.147,2,active,any,"[""default""]",racVM v4.2.6,racVM-manager,4/6/2022 14:15,racVM-manager,disabled
racVM-monitoring-2022.14w,_doc,MhgD_38BNtEzm59amweG,1.7652504,x86_64,Focal Fossa,20,4,Ubuntu,ubuntu,Linux |administrator-virtual-machine |5.13.0-39-generic |#44~20.04.1-Ubuntu SMP Thu Mar 24 16:43:35 UTC 2022 |x86_64,20.04.4 LTS,2022-04-06T13:14:56Z,ab73af41699f13fdd81903b5f23d8d00,node01,2c45c95db2954d2c7d0ea533f09e81a5,2022-04-05T16:10:48Z,administrator-virtual-machine,192.168.32.147,2,active,any,"[""default""]",racVM v4.2.6,racVM-manager,4/6/2022 13:15,racVM-manager,disabled
racVM-monitoring-2022.14w,_doc,WhgR_38BNtEzm59aVgeB,1.7652504,x86_64,Focal Fossa,20,4,Ubuntu,ubuntu,Linux |administrator-virtual-machine |5.13.0-39-generic |#44~20.04.1-Ubuntu SMP Thu Mar 24 16:43:35 UTC 2022 |x86_64,20.04.4 LTS,2022-04-06T13:29:56Z,ab73af41699f13fdd81903b5f23d8d00,node01,2c45c95db2954d2c7d0ea533f09e81a5,2022-04-05T16:10:48Z,administrator-virtual-machine,192.168.32.147,2,active,any,"[""default""]",racVM v4.2.6,racVM-manager,4/6/2022 13:30,racVM-manager,disabled
racVM-monitoring-2022.14w,_doc,2biBCoAB8lCS1J-iGz2_,1.7652504,x86_64,Focal Fossa,20,4,Ubuntu,ubuntu,Linux |administrator-virtual-machine |5.13.0-39-generic |#44~20.04.1-Ubuntu SMP Thu Mar 24 16:43:35 UTC 2022 |x86_64,20.04.4 LTS,2022-04-08T18:47:50Z,ab73af41699f13fdd81903b5f23d8d00,node01,2c45c95db2954d2c7d0ea533f09e81a5,2022-04-05T16:10:48Z,administrator-virtual-machine,192.168.32.147,2,active,any,"[""default""]",racVM v4.2.6,racVM-manager,4/8/2022 18:47,racVM-manager,disabled
racVM-monitoring-2022.14w,_doc,Pxjt_38BNtEzm59aEQzC,1.7652504,x86_64,Focal Fossa,20,4,Ubuntu,ubuntu,Linux |administrator-virtual-machine |5.13.0-39-generic |#44~20.04.1-Ubuntu SMP Thu Mar 24 16:43:35 UTC 2022 |x86_64,20.04.4 LTS,2022-04-06T17:29:55Z,ab73af41699f13fdd81903b5f23d8d00,node01,2c45c95db2954d2c7d0ea533f09e81a5,2022-04-05T16:10:48Z,administrator-virtual-machine,192.168.32.147,2,active,any,"[""default""]",racVM v4.2.6,racVM-manager,4/6/2022 17:30,racVM-manager,disabled
racVM-monitoring-2022.14w,_doc,ZhgxAIABNtEzm59avg1K,1.7652504,x86_64,Focal Fossa,20,4,Ubuntu,ubuntu,Linux |administrator-virtual-machine |5.13.0-39-generic |#44~20.04.1-Ubuntu SMP Thu Mar 24 16:43:35 UTC 2022 |x86_64,20.04.4 LTS,2022-04-06T18:44:51Z,ab73af41699f13fdd81903b5f23d8d00,node01,2c45c95db2954d2c7d0ea533f09e81a5,2022-04-05T16:10:48Z,administrator-virtual-machine,192.168.32.147,2,active,any,"[""default""]",racVM v4.2.6,racVM-manager,4/6/2022 18:45,racVM-manager,disabled
racVM-monitoring-2022.14w,_doc,QhjR_38BNtEzm59alwvP,1.7652504,x86_64,Focal Fossa,20,4,Ubuntu,ubuntu,Linux |administrator-virtual-machine |5.13.0-39-generic |#44~20.04.1-Ubuntu SMP Thu Mar 24 16:43:35 UTC 2022 |x86_64,20.04.4 LTS,2022-04-06T16:59:56Z,ab73af41699f13fdd81903b5f23d8d00,node01,2c45c95db2954d2c7d0ea533f09e81a5,2022-04-05T16:10:48Z,administrator-virtual-machine,192.168.32.147,2,active,any,"[""default""]",racVM v4.2.6,racVM-manager,4/6/2022 17:00,racVM-manager,disabled
racVM-monitoring-2022.14w,_doc,bxj6_38BNtEzm59azAyT,1.7652504,x86_64,Focal Fossa,20,4,Ubuntu,ubuntu,Linux |administrator-virtual-machine |5.13.0-39-generic |#44~20.04.1-Ubuntu SMP Thu Mar 24 16:43:35 UTC 2022 |x86_64,20.04.4 LTS,2022-04-06T17:44:55Z,ab73af41699f13fdd81903b5f23d8d00,node01,2c45c95db2954d2c7d0ea533f09e81a5,2022-04-05T16:10:48Z,administrator-virtual-machine,192.168.32.147,2,active,any,"[""default""]",racVM v4.2.6,racVM-manager,4/6/2022 17:45,racVM-manager,disabled
racVM-monitoring-2022.14w,_doc,pxgIAIABNtEzm59ahgzT,1.7652504,x86_64,Focal Fossa,20,4,Ubuntu,ubuntu,Linux |administrator-virtual-machine |5.13.0-39-generic |#44~20.04.1-Ubuntu SMP Thu Mar 24 16:43:35 UTC 2022 |x86_64,20.04.4 LTS,2022-04-06T17:59:54Z,ab73af41699f13fdd81903b5f23d8d00,node01,2c45c95db2954d2c7d0ea533f09e81a5,2022-04-05T16:10:48Z,administrator-virtual-machine,192.168.32.147,2,active,any,"[""default""]",racVM v4.2.6,racVM-manager,4/6/2022 18:00,racVM-manager,disabled
racVM-monitoring-2022.14w,_doc,0xgWAIABNtEzm59aQQyY,1.7652504,x86_64,Focal Fossa,20,4,Ubuntu,ubuntu,Linux |administrator-virtual-machine |5.13.0-39-generic |#44~20.04.1-Ubuntu SMP Thu Mar 24 16:43:35 UTC 2022 |x86_64,20.04.4 LTS,2022-04-06T18:14:53Z,ab73af41699f13fdd81903b5f23d8d00,node01,2c45c95db2954d2c7d0ea533f09e81a5,2022-04-05T16:10:48Z,administrator-virtual-machine,192.168.32.147,2,active,any,"[""default""]",racVM v4.2.6,racVM-manager,4/6/2022 18:15,racVM-manager,disabled
racVM-monitoring-2022.14w,_doc,NxgjAIABNtEzm59a_w39,1.7652504,x86_64,Focal Fossa,20,4,Ubuntu,ubuntu,Linux |administrator-virtual-machine |5.13.0-39-generic |#44~20.04.1-Ubuntu SMP Thu Mar 24 16:43:35 UTC 2022 |x86_64,20.04.4 LTS,2022-04-06T18:29:52Z,ab73af41699f13fdd81903b5f23d8d00,node01,2c45c95db2954d2c7d0ea533f09e81a5,2022-04-05T16:10:48Z,administrator-virtual-machine,192.168.32.147,2,active,any,"[""default""]",racVM v4.2.6,racVM-manager,4/6/2022 18:30,racVM-manager,disabled
racVM-monitoring-2022.14w,_doc,qxjf_38BNtEzm59aUwsJ,1.7652504,x86_64,Focal Fossa,20,4,Ubuntu,ubuntu,Linux |administrator-virtual-machine |5.13.0-39-generic |#44~20.04.1-Ubuntu SMP Thu Mar 24 16:43:35 UTC 2022 |x86_64,20.04.4 LTS,2022-04-06T17:14:55Z,ab73af41699f13fdd81903b5f23d8d00,node01,2c45c95db2954d2c7d0ea533f09e81a5,2022-04-05T16:10:48Z,administrator-virtual-machine,192.168.32.147,2,active,any,"[""default""]",racVM v4.2.6,racVM-manager,4/6/2022 17:15,racVM-manager,disabled
racVM-monitoring-2022.14w,_doc,pbiMCoAB8lCS1J-iLD9o,1.7652504,x86_64,Focal Fossa,20,4,Ubuntu,ubuntu,Linux |administrator-virtual-machine |5.13.0-39-generic |#44~20.04.1-Ubuntu SMP Thu Mar 24 16:43:35 UTC 2022 |x86_64,20.04.4 LTS,2022-04-08T18:59:50Z,ab73af41699f13fdd81903b5f23d8d00,node01,2c45c95db2954d2c7d0ea533f09e81a5,2022-04-05T16:10:48Z,administrator-virtual-machine,192.168.32.147,2,active,any,"[""default""]",racVM v4.2.6,racVM-manager,4/8/2022 19:00,racVM-manager,disabled
racVM-monitoring-2022.14w,_doc,7riZCoAB8lCS1J-i6T_Y,1.7652504,x86_64,Focal Fossa,20,4,Ubuntu,ubuntu,Linux |administrator-virtual-machine |5.13.0-39-generic |#44~20.04.1-Ubuntu SMP Thu Mar 24 16:43:35 UTC 2022 |x86_64,20.04.4 LTS,2022-04-08T19:15:00Z,ab73af41699f13fdd81903b5f23d8d00,node01,2c45c95db2954d2c7d0ea533f09e81a5,2022-04-05T16:10:48Z,administrator-virtual-machine,192.168.32.147,2,active,any,"[""default""]",racVM v4.2.6,racVM-manager,4/8/2022 19:15,racVM-manager,disabled
racVM-monitoring-2022.14w,_doc,K7inCoAB8lCS1J-io0CJ,1.7652504,x86_64,Focal Fossa,20,4,Ubuntu,ubuntu,Linux |administrator-virtual-machine |5.13.0-39-generic |#44~20.04.1-Ubuntu SMP Thu Mar 24 16:43:35 UTC 2022 |x86_64,20.04.4 LTS,2022-04-08T19:29:50Z,ab73af41699f13fdd81903b5f23d8d00,node01,2c45c95db2954d2c7d0ea533f09e81a5,2022-04-05T16:10:48Z,administrator-virtual-machine,192.168.32.147,2,active,any,"[""default""]",racVM v4.2.6,racVM-manager,4/8/2022 19:30,racVM-manager,disabled
racVM-monitoring-2022.14w,_doc,c7i1CoAB8lCS1J-iYUBQ,1.7652504,x86_64,Focal Fossa,20,4,Ubuntu,ubuntu,Linux |administrator-virtual-machine |5.13.0-39-generic |#44~20.04.1-Ubuntu SMP Thu Mar 24 16:43:35 UTC 2022 |x86_64,20.04.4 LTS,2022-04-08T19:44:50Z,ab73af41699f13fdd81903b5f23d8d00,node01,2c45c95db2954d2c7d0ea533f09e81a5,2022-04-05T16:10:48Z,administrator-virtual-machine,192.168.32.147,2,active,any,"[""default""]",racVM v4.2.6,racVM-manager,4/8/2022 19:45,racVM-manager,disabled
