_index,_type,_id,_score,_source.os.build,_source.os.major,_source.os.minor,_source.os.name,_source.os.platform,_source.os.uname,_source.os.version,_source.lastKeepAlive,_source.configSum,_source.node_name,_source.mergedSum,_source.dateAdd,_source.name,_source.ip,_source.id,_source.status,_source.registerIP,_source.group,_source.version,_source.manager,_source.timestamp,_source.host,_source.cluster.name
racVM-monitoring-2022.14w,_doc,yRgs_38BNtEzm59azwcK,1.625895,19044,10,0,Microsoft Windows 10 Enterprise,windows,Microsoft Windows 10 Enterprise,10.0.19044,2022-04-06T13:59:53Z,ab73af41699f13fdd81903b5f23d8d00,node01,2c45c95db2954d2c7d0ea533f09e81a5,2022-04-05T10:58:52Z,AG1L0002,10.252.0.78,1,active,any,"[""default""]",racVM v4.2.6,racVM-manager,4/6/2022 14:00,racVM-manager,disabled
racVM-monitoring-2022.14w,_doc,8Rg6_38BNtEzm59aiQd4,1.625895,19044,10,0,Microsoft Windows 10 Enterprise,windows,Microsoft Windows 10 Enterprise,10.0.19044,2022-04-06T14:14:53Z,ab73af41699f13fdd81903b5f23d8d00,node01,2c45c95db2954d2c7d0ea533f09e81a5,2022-04-05T10:58:52Z,AG1L0002,10.252.0.78,1,active,any,"[""default""]",racVM v4.2.6,racVM-manager,4/6/2022 14:15,racVM-manager,disabled
racVM-monitoring-2022.14w,_doc,MRgD_38BNtEzm59amweG,1.625895,19044,10,0,Microsoft Windows 10 Enterprise,windows,Microsoft Windows 10 Enterprise,10.0.19044,2022-04-06T13:14:52Z,ab73af41699f13fdd81903b5f23d8d00,node01,2c45c95db2954d2c7d0ea533f09e81a5,2022-04-05T10:58:52Z,AG1L0002,10.252.0.78,1,active,any,"[""default""]",racVM v4.2.6,racVM-manager,4/6/2022 13:15,racVM-manager,disabled
racVM-monitoring-2022.14w,_doc,WRgR_38BNtEzm59aVgeB,1.625895,19044,10,0,Microsoft Windows 10 Enterprise,windows,Microsoft Windows 10 Enterprise,10.0.19044,2022-04-06T13:29:52Z,ab73af41699f13fdd81903b5f23d8d00,node01,2c45c95db2954d2c7d0ea533f09e81a5,2022-04-05T10:58:52Z,AG1L0002,10.252.0.78,1,active,any,"[""default""]",racVM v4.2.6,racVM-manager,4/6/2022 13:30,racVM-manager,disabled
racVM-monitoring-2022.14w,_doc,2LiBCoAB8lCS1J-iGz2-,1.625895,19044,10,0,Microsoft Windows 10 Enterprise,windows,Microsoft Windows 10 Enterprise,10.0.19044,2022-04-08T18:47:53Z,ab73af41699f13fdd81903b5f23d8d00,node01,2c45c95db2954d2c7d0ea533f09e81a5,2022-04-05T10:58:52Z,AG1L0002,10.252.0.78,1,active,any,"[""default""]",racVM v4.2.6,racVM-manager,4/8/2022 18:47,racVM-manager,disabled
racVM-monitoring-2022.14w,_doc,Phjt_38BNtEzm59aEQzC,1.625895,19044,10,0,Microsoft Windows 10 Enterprise,windows,Microsoft Windows 10 Enterprise,10.0.19044,2022-04-06T17:29:51Z,ab73af41699f13fdd81903b5f23d8d00,node01,2c45c95db2954d2c7d0ea533f09e81a5,2022-04-05T10:58:52Z,AG1L0002,10.252.0.78,1,active,any,"[""default""]",racVM v4.2.6,racVM-manager,4/6/2022 17:30,racVM-manager,disabled
racVM-monitoring-2022.14w,_doc,ZRgxAIABNtEzm59avg1K,1.625895,19044,10,0,Microsoft Windows 10 Enterprise,windows,Microsoft Windows 10 Enterprise,10.0.19044,2022-04-06T18:45:01Z,ab73af41699f13fdd81903b5f23d8d00,node01,2c45c95db2954d2c7d0ea533f09e81a5,2022-04-05T10:58:52Z,AG1L0002,10.252.0.78,1,active,any,"[""default""]",racVM v4.2.6,racVM-manager,4/6/2022 18:45,racVM-manager,disabled
racVM-monitoring-2022.14w,_doc,QRjR_38BNtEzm59alwvP,1.625895,19044,10,0,Microsoft Windows 10 Enterprise,windows,Microsoft Windows 10 Enterprise,10.0.19044,2022-04-06T16:59:50Z,ab73af41699f13fdd81903b5f23d8d00,node01,2c45c95db2954d2c7d0ea533f09e81a5,2022-04-05T10:58:52Z,AG1L0002,10.252.0.78,1,active,any,"[""default""]",racVM v4.2.6,racVM-manager,4/6/2022 17:00,racVM-manager,disabled
racVM-monitoring-2022.14w,_doc,bhj6_38BNtEzm59azAyT,1.625895,19044,10,0,Microsoft Windows 10 Enterprise,windows,Microsoft Windows 10 Enterprise,10.0.19044,2022-04-06T17:44:50Z,ab73af41699f13fdd81903b5f23d8d00,node01,2c45c95db2954d2c7d0ea533f09e81a5,2022-04-05T10:58:52Z,AG1L0002,10.252.0.78,1,active,any,"[""default""]",racVM v4.2.6,racVM-manager,4/6/2022 17:45,racVM-manager,disabled
racVM-monitoring-2022.14w,_doc,phgIAIABNtEzm59ahgzT,1.625895,19044,10,0,Microsoft Windows 10 Enterprise,windows,Microsoft Windows 10 Enterprise,10.0.19044,2022-04-06T17:59:51Z,ab73af41699f13fdd81903b5f23d8d00,node01,2c45c95db2954d2c7d0ea533f09e81a5,2022-04-05T10:58:52Z,AG1L0002,10.252.0.78,1,active,any,"[""default""]",racVM v4.2.6,racVM-manager,4/6/2022 18:00,racVM-manager,disabled
